user_id,date,treatment,y,cost,log_propensity,age,gender,region,past_purchases,ses_score,propensity_score
41,2023-11-16,1,1326.5514225175336,468.99809806035444,-0.8833821551768701,20.0,M,Tokyo,5.0,2,0.41338242108267
42,2023-05-11,0,991.202532847888,0.0,-0.45549248130564257,20.0,M,Tokyo,7.0,4,0.6341355910108007
43,2023-11-03,0,1241.3248876977289,0.0,-0.5107105575906823,45.19175993196584,M,Tokyo,5.0,2,0.6000690435774048
44,2023-05-15,0,1533.6494274344748,0.0,-0.3645130044620356,47.380214208503475,M,Tokyo,4.0,3,0.6945348037822452
45,2023-01-21,1,1375.0364839541671,425.15520649857496,-0.23050857123795127,70.0,F,Tokyo,1.0,3,0.7941296281990528
46,2023-11-25,0,1530.8561316870814,0.0,-0.36459357282276905,42.37142313800215,F,Osaka,7.0,3,0.6944788485057668
47,2023-06-16,0,1491.5383316729492,0.0,-0.5896825411422911,52.296095758871424,F,Tokyo,5.0,1,0.5545032886766587
48,2023-10-01,1,1634.5409657134317,505.29477474598195,-0.33768934696545083,37.06791034621039,F,Fukuoka,4.0,4,0.7134168784958232
49,2023-03-30,0,,0.0,-0.25557037498431867,44.4584083237763,M,Other,6.0,4,0.7744746309026171
50,2023-11-12,1,1623.095159716401,275.7930403175182,-0.26322099857396886,65.00885262624301,M,Sapporo,,3,0.7685720251195408
51,2023-01-14,0,1074.2762881853055,0.0,-0.9432489457406236,20.0,M,Osaka,3.0,2,0.389360766050778
52,2023-08-30,0,1560.7584957867862,0.0,-0.49867332650973095,46.20424386357521,F,Tokyo,5.0,2,0.607335861761982
53,2023-09-22,0,1249.2048099510878,0.0,-0.24100845370573903,70.0,F,Fukuoka,8.0,2,0.7858349830425586
54,2023-12-12,1,1318.1087878799374,619.279470132363,-0.5223435009186217,44.23051328814014,F,Osaka,5.0,2,0.5931289196977383
55,2023-02-22,0,1837.7222320695978,0.0,-0.17684476525695342,64.75859444849272,M,Tokyo,2.0,4,0.8379098470474318
56,2023-12-06,0,1612.6422958313622,0.0,-0.4143063582970067,30.561817757058364,M,Sapporo,11.0,3,0.6607984790562518
57,2023-04-02,1,1226.011250464028,100.30540968854369,-0.518827734669344,39.5192875875443,F,Tokyo,8.0,2,0.5952178923534651
58,2023-09-21,0,1477.4894249197646,0.0,-0.614006939081456,40.50287053582881,M,Tokyo,3.0,2,0.5411780512235934
59,2023-02-04,0,825.5721167519869,0.0,-0.32695640671227794,20.0,F,Other,7.0,5,0.7211151780228631
60,2023-07-25,0,,0.0,-0.6329178808974668,22.477332582246998,F,Other,5.0,3,0.5310400265120112
61,2023-03-22,0,1139.2275951594027,0.0,-0.6653417281403576,23.546873809240207,F,Tokyo,3.0,3,0.5140978158949018
62,2023-02-19,0,1376.687383259609,0.0,-0.24752497785946234,52.33099117048791,F,Osaka,10.0,3,0.7807307194851856
63,2023-12-26,0,1216.5137411244598,0.0,-0.40569125341467044,53.08229658526083,F,Nagoya,6.0,2,0.6665159200749442
64,2023-01-02,0,1461.668724837464,0.0,-0.1684333943381387,44.860546640598,F,Fukuoka,7.0,5,0.8449875423991956
65,2023-02-23,0,1122.7849503876191,0.0,-0.6583512972494103,52.36154345283559,F,Tokyo,2.0,1,0.5177041714527425
66,2023-04-16,0,1752.5846630100598,0.0,-0.33367009755413457,37.53775880917339,M,Nagoya,4.0,4,0.7162900489917018
67,2023-09-17,0,1504.9104779257066,0.0,-0.45884277645973426,58.02897504309315,F,Other,8.0,1,0.632014604562089
68,2023-11-06,0,1608.1990924086579,0.0,-0.40187553108146123,40.131826639481076,F,Tokyo,6.0,3,0.6690640180825971
69,2023-07-10,0,1324.2641761370676,0.0,-0.3063251551817004,40.867960711401345,M,Other,,4,0.7361472183543964
70,2023-08-06,0,1446.2128898220708,0.0,-0.30515438022380076,36.01611050106383,M,Other,7.0,4,0.7370095858036925
71,2023-02-13,0,1188.3486442220965,0.0,-0.3247310032054097,50.26675716454642,M,Tokyo,5.0,3,0.7227217372273277
72,2023-06-11,0,1181.1312333563226,0.0,-0.4891890229088629,33.6820177508063,F,Fukuoka,5.0,3,0.6131234215672361
73,2023-07-21,1,1392.7324378769486,190.9088773662081,-0.42370572962641684,54.64647065797102,F,Tokyo,4.0,2,0.6546164877067845
74,2023-09-27,0,1467.9054737262404,0.0,-0.30252121130335186,23.0177628892599,M,Fukuoka,7.0,5,0.7389528138404092
75,2023-12-17,1,1466.2104029408872,105.27009283223384,-0.4181765080702549,23.516256179077093,M,Sapporo,7.0,4,0.6582460323334259
76,2023-10-31,1,1434.1840202409967,182.1227294354134,-0.32435981722973234,50.31140132689757,F,Tokyo,5.0,3,0.722990051194651
77,2023-09-28,0,1305.9885516615777,0.0,-0.4893071973330284,38.67183678125481,F,Fukuoka,2.0,3,0.6130509703409635
78,2023-08-03,0,1121.2128942026666,0.0,-0.6705343459922283,33.19162875770307,F,Sapporo,5.0,2,0.5114352212987627
79,2023-09-09,0,1313.4018481573007,0.0,-0.25181196942647543,53.3508659871319,M,Osaka,1.0,4,0.7773908974836122
80,2023-07-09,1,1295.1265677193135,698.4285324361067,-0.5643232088422908,30.891078788708732,F,Tokyo,3.0,3,0.5687449379762536
81,2023-10-23,0,1249.7958567533478,0.0,-0.3529081435453821,36.996981185494455,F,Tokyo,11.0,3,0.7026417324914469
82,2023-08-01,0,1852.8070978904132,0.0,-0.12343914995984659,60.98841925106739,M,Nagoya,4.0,5,0.883875423362745
83,2023-07-27,0,1534.3769803441178,0.0,-0.3152534426635087,63.08713518715976,M,Other,6.0,2,0.7296039379693144
84,2023-08-25,1,1416.8944407349886,310.2260670084422,-0.3248484541560188,63.585973154054905,M,Sapporo,5.0,2,0.7226368578569317
85,2023-12-04,1,,148.9116973665682,-0.3640132500353888,35.76811334599133,M,Osaka,11.0,3,0.6948819873709874
86,2023-02-22,0,1155.1387753402635,0.0,-0.36991907012829967,58.46054357476706,Other,Osaka,5.0,2,0.6907902338402052
87,2023-10-07,0,1119.005422705821,0.0,-0.5446440892350874,25.765707583469826,M,Tokyo,7.0,3,0.5800481919018367
88,2023-08-05,0,,0.0,-0.557812973339401,26.396456879169087,M,Tokyo,6.0,3,0.5724596802675785
89,2023-09-09,0,744.2117317973813,0.0,-1.1031860485840825,20.0,F,Osaka,6.0,1,0.33181222783183395
90,2023-07-07,1,6158.783481479264,263.7515196230479,-0.2866391074173277,65.09302302847794,M,Osaka,7.0,2,0.7507826317337146
91,2023-02-10,0,1215.1595096479878,0.0,-0.7385278015426117,27.040302263858827,F,Osaka,6.0,2,0.47781683908607275
92,2023-06-06,0,1074.5850043975397,0.0,-0.801960489320025,38.1020113037941,M,Other,5.0,1,0.4484489223199376
93,2023-01-15,0,1020.4658737073493,0.0,-0.8599076575053224,26.345134871075743,F,Nagoya,2.0,2,0.4232011598643189
94,2023-10-28,1,1183.8564781147493,326.496500261447,-0.4882751753369208,50.42747872495211,M,Nagoya,3.0,2,0.6136839790104458
95,2023-03-06,1,1222.0219237719323,225.34325203059362,-0.5412949310872163,34.3654950892399,F,Tokyo,2.0,3,0.5819941218248309
96,2023-12-11,0,1448.8558893190245,0.0,-0.5078852171466193,20.42774664350576,F,Other,4.0,4,0.6017668402130919
97,2023-11-23,1,1830.144458178786,309.39662571084887,-0.47454979099751254,46.62493846279091,F,Sapporo,6.0,2,0.6221650976497767
98,2023-01-09,0,596.9217140359806,0.0,-0.7443966598630536,20.0,F,Other,,3,0.4750208125210601
99,2023-12-10,0,1088.465973621308,0.0,-0.9597193897493264,27.438914120267633,F,Osaka,6.0,1,0.3830003446201342
100,2023-05-09,0,1396.3277005425173,0.0,-0.644396659883087,20.0,M,Osaka,6.0,3,0.52497918747894
101,2023-05-16,0,1171.6515799883791,0.0,-0.45549248130564257,20.0,F,Osaka,7.0,4,0.6341355910108007
102,2023-03-04,0,1630.6480815978362,0.0,-0.39322117027430714,42.67793754580717,F,Tokyo,5.0,3,0.6748794677015983
103,2023-05-19,1,1443.4695139120668,61.31061186929208,-0.9740769839152346,20.0,F,Fukuoka,2.0,2,0.3775406687981454
104,2023-03-22,0,1130.1820398943246,0.0,-0.7443966598630536,20.0,M,Other,2.0,3,0.4750208125210601
105,2023-06-12,0,-1390.7130564393842,0.0,-0.2753370511671311,39.96446625800788,M,Tokyo,7.0,4,0.7593161515944901
106,2023-10-16,0,3590.642850367425,0.0,-0.5520705984655617,31.84589655860421,F,Tokyo,3.0,3,0.5757564148361727
107,2023-09-18,0,1469.322695992686,0.0,-0.24177699834891098,69.88054953938963,M,Fukuoka,8.0,2,0.7852312657973907
108,2023-08-19,1,190.68336735870412,,-0.10757947926248974,67.50844819036563,M,Tokyo,3.0,5,0.8980051467276173
109,2023-02-10,0,1180.3724173430787,0.0,-0.6166038104090238,26.981163058732697,M,Nagoya,3.0,3,0.5397745046626754
110,2023-01-28,0,7083.565571697782,0.0,-0.2303620477233864,48.35706427605223,F,Fukuoka,6.0,4,0.7942459953882678
111,2023-05-15,1,1036.78931895187,392.07921465019547,-0.5815738104735917,51.239238353191766,Other,Tokyo,6.0,1,0.5590178855887044
112,2023-07-20,0,1151.3805520242747,0.0,-0.5412240152047111,31.03781712963395,F,Sapporo,4.0,3,0.582035395915077
113,2023-11-24,0,896.4253486961348,0.0,-0.6684596478181631,20.0,M,Osaka,5.0,3,0.5124973964842104
114,2023-09-25,0,1113.980778987257,0.0,-0.3886498670965523,39.81552326037914,M,Other,7.0,3,0.6779716085293017
115,2023-02-02,0,1036.0735202591854,0.0,-0.6107403267507046,37.40731487778834,M,Fukuoka,5.0,2,0.5429487606552438
116,2023-02-17,1,1682.694138308571,352.7965529523039,-0.49172992506424296,33.463532545440714,F,Other,5.0,3,0.6115675124870783
117,2023-03-03,1,1360.947518111605,461.85279709450305,-0.35615184426432517,46.63475302246728,F,Tokyo,5.0,3,0.7003662654604309
118,2023-08-04,0,989.9081157222795,0.0,-0.570628596595915,28.73905589491602,M,Tokyo,4.0,3,0.565170062939534
119,2023-10-20,1,1624.9549436519103,143.85868774703744,-0.606463346463066,22.720036786312853,F,Tokyo,6.0,3,0.5452759148510363
120,2023-04-09,0,,0.0,-0.45582648897380174,41.63624455524748,F,Osaka,2.0,3,0.6339238202292183
121,2023-06-21,0,1112.4555129899395,0.0,-0.3793328102822271,45.78955138853314,M,Other,,3,0.6843178266545787
122,2023-12-26,0,1185.270544325718,0.0,-0.842625024618414,22.350325841499206,M,Osaka,5.0,2,0.430578758681973
123,2023-08-02,0,1453.3204874173168,0.0,-0.27086650315173105,53.92135916486622,Other,Sapporo,7.0,3,0.7627183099995258
124,2023-02-04,0,973.0679855427628,0.0,-0.9432489457406236,20.0,M,Tokyo,3.0,2,0.389360766050778
125,2023-08-15,0,1348.509422998421,0.0,-0.31600187258224205,31.328298119265348,F,Tokyo,9.0,4,0.7290580848451222
126,2023-04-11,1,1555.3110819142996,705.2898112071296,-0.5195091090246822,36.12987195703587,F,Other,2.0,3,0.5948124642855388
127,2023-05-11,0,1301.6610353990188,0.0,-0.5699646143137462,30.45664431022105,F,Osaka,3.0,3,0.565545450459344
128,2023-09-14,0,-1410.643614084706,0.0,-0.25288320185652263,31.524092896732114,F,Sapporo,6.0,5,0.7765585770272231
129,2023-01-05,0,1181.0318897979041,0.0,-0.2893433892073202,68.06611723462171,F,Tokyo,5.0,2,0.7487550467504456
130,2023-08-06,0,1271.8636625508993,0.0,-0.5263478508450765,27.23673866441652,F,Other,7.0,3,0.5907585729675844
131,2023-09-12,0,1471.9987506193038,0.0,-0.22041740979379115,70.0,F,Nagoya,2.0,3,0.8021838885585818
132,2023-12-25,0,1797.0259723673494,0.0,-0.15344537925493962,46.55690169596578,F,Fukuoka,8.0,5,0.8577476136330738
133,2023-10-10,1,1517.7819610732531,29.725905577590485,-0.26527396142460036,41.38082705967988,M,Tokyo,7.0,4,0.7669957938294778
134,2023-07-26,0,1348.557121939985,0.0,-0.2837811405346239,47.14360530081499,M,Osaka,2.0,4,0.7529314127414849
135,2023-01-15,0,1223.6266298433713,0.0,-0.2632824672079116,70.0,F,Other,6.0,2,0.7685247834990178
136,2023-12-12,0,1167.592157491918,0.0,-0.8527000574881137,25.09610494102828,F,Other,,2,0.42626244355367876
137,2023-02-11,0,1157.0072705782184,0.0,-1.105986404911436,23.193731215954163,M,Tokyo,4.0,1,0.3308843351812567
138,2023-06-28,0,,0.0,-0.5499806429338219,28.677007051421185,M,Tokyo,5.0,3,0.5769609784442388
139,2023-03-04,1,1493.594373294965,367.7579052675235,-0.432386474963591,40.48214720446841,F,Osaka,4.0,3,0.6489585218925815
140,2023-12-18,0,958.0641709533052,0.0,-0.644396659883087,20.0,M,Tokyo,6.0,3,0.52497918747894
141,2023-08-19,0,1160.7000265628355,0.0,-0.416618753486009,40.33508858977912,F,Fukuoka,5.0,3,0.6592722171725679
142,2023-08-29,0,1812.7442114385262,0.0,-0.1444004283688722,65.40320700120508,F,Tokyo,6.0,4,0.8655410913508254
143,2023-02-21,0,3245.6423458598174,0.0,-0.5900165312540264,42.27111085937166,F,Tokyo,3.0,2,0.5543181209850928
144,2023-04-06,0,1531.1271687270619,0.0,-0.2478844127443022,35.609718115370846,M,Nagoya,4.0,5,0.780450148055501
145,2023-08-10,1,1260.591958279803,127.6056585208123,-0.9917060749106261,30.72759326974559,M,Osaka,3.0,1,0.37094329371729456
146,2023-08-19,0,136.48892195212127,0.0,-0.5961918504747554,53.47767556827347,M,Fukuoka,4.0,1,0.5509055772556494
147,2023-08-25,1,,436.10679902656057,-0.42752520602830985,27.612508401429288,M,Other,4.0,4,0.6521209643094866
148,2023-05-23,0,1794.021304326387,0.0,-0.2049289665315771,67.69593880898871,F,Tokyo,5.0,3,0.8147051855911441
149,2023-06-20,1,2250.0921164397723,,-0.09831561527468052,69.00039621571536,F,Fukuoka,4.0,5,0.9063627965633828
150,2023-01-29,0,1018.4426555284158,0.0,-0.3663093035041241,43.85126197992681,M,Tokyo,6.0,3,0.6932883314330428
151,2023-02-05,0,1479.838870726329,0.0,-0.21170958109769106,39.827273678850325,M,Osaka,5.0,5,0.8091996702245875
152,2023-01-13,0,1376.0425438156344,0.0,-0.36684359417735635,55.45989712362339,M,Tokyo,7.0,2,0.6929180128813276
153,2023-06-09,1,1488.9672982677903,141.8629867258125,-0.2768508624637642,56.42197753340988,Other,Tokyo,5.0,3,0.7581675598212848
154,2023-11-23,0,1460.602791170492,0.0,-0.2905212259067936,27.91012403410877,F,Tokyo,5.0,5,0.7478736547471695
155,2023-07-06,0,1465.1361763132918,0.0,-0.48818794027637824,32.10167300294947,F,Tokyo,6.0,3,0.6137375161046393
156,2023-08-31,0,2334.220155739389,0.0,-1.2024042713657277,20.164788479750566,F,Other,,1,0.300470929025438
157,2023-03-27,1,1010.7430233673774,127.95025967285744,-0.6283530427570228,46.13597407501086,F,Fukuoka,7.0,1,0.5334696795469733
158,2023-10-11,0,1851.479894334352,0.0,-0.22042086219264392,49.99941825185336,F,Other,6.0,4,0.8021811191046255
159,2023-03-07,1,1442.079382490289,325.9789166106671,-0.6209570476034612,20.0,M,Nagoya,7.0,3,0.5374298453437496
160,2023-06-19,0,1289.6115937560373,0.0,-0.457265802814362,33.17201642775761,F,Tokyo,7.0,3,0.6330120612118459
161,2023-02-14,0,986.3058489332238,0.0,-0.49324894583369194,20.0,M,Tokyo,5.0,4,0.610639233949222
162,2023-03-03,0,1274.0463805396805,0.0,-0.42158728182121397,26.518002846342434,F,Tokyo,5.0,4,0.6560047285072855
163,2023-05-14,1,9325.506837125287,85.70923865743318,-0.34174463774332436,48.26525590339449,M,Tokyo,5.0,3,0.7105296238925902
164,2023-10-11,0,1429.262560207947,0.0,-0.36496329383720794,,F,Fukuoka,7.0,4,0.6942221325409217
165,2023-01-28,1,1525.9869264319366,237.54633206705589,-0.5071704084767572,,M,Osaka,3.0,3,0.6021971421412357
166,2023-04-18,0,766.000411407904,0.0,-0.644396659883087,,F,Osaka,6.0,3,0.52497918747894
167,2023-02-13,0,1296.5870203520062,0.0,-0.7011058031134364,,M,Tokyo,6.0,1,0.49603648161689456
168,2023-12-06,0,115.5276378978616,0.0,-0.630222191375638,39.335900202330265,F,Tokyo,3.0,2,0.5324734767477686
169,2023-10-13,0,1229.056802456689,0.0,-0.34933749602723146,29.065611249502567,F,Tokyo,8.0,4,0.7051551029597302
170,2023-11-27,1,1704.3256288783068,186.14607840620317,-0.41495497044479407,37.164785534762885,M,Tokyo,7.0,3,0.6603700161035907
171,2023-05-08,1,1353.950942662243,211.91150354130528,-0.4265668112253234,42.70442320755166,F,Sapporo,3.0,3,0.6527462532416649
172,2023-12-14,1,1581.039543833972,259.68583939356694,-0.5832812930863247,27.77697776635984,F,Tokyo,4.0,3,0.5580641867125173
173,2023-08-19,1,1633.3771747664514,,-0.7443966598630536,20.0,M,Fukuoka,2.0,3,0.4750208125210601
174,2023-07-09,0,1381.679056516655,0.0,-0.43307352035698965,67.08361649030223,F,Osaka,4.0,1,0.6485128110588597
175,2023-08-13,0,1180.2101754104094,0.0,-0.4149265384825619,30.50090942934591,F,Tokyo,3.0,4,0.660388791985867
176,2023-10-10,1,1428.312697969988,210.1100852871124,-0.4352043829548842,38.54859845219666,F,Sapporo,5.0,3,0.6471323906307609
177,2023-05-01,0,1648.1630290005987,0.0,-0.19162413198795916,55.1625960253047,M,Nagoya,6.0,4,0.8256171331493121
178,2023-04-26,1,1633.5942881514723,318.924638063629,-0.18390074076814908,70.0,F,Tokyo,6.0,3,0.8320183851339246
179,2023-08-21,1,1909.9614968264523,262.2353327673104,-0.6733564293022922,21.332703251667013,F,Other,,3,0.5099939431563165
180,2023-09-16,0,1064.4508283316604,0.0,-0.37035033501618686,46.74740820589765,M,Tokyo,4.0,3,0.6904923844980094
181,2023-12-25,1,1270.981151885962,,-0.9545239953211881,29.386715720588406,F,Tokyo,,1,0.3849953604366227
182,2023-07-17,0,1133.695730201221,0.0,-0.8217051629242862,31.918145431349338,M,Fukuoka,8.0,1,0.43968128660953953
183,2023-05-17,0,1122.6716598723651,0.0,-0.7308809943618638,29.196819684898152,M,Fukuoka,5.0,2,0.4814846178491813
184,2023-11-14,0,1279.0010762306617,0.0,-0.28897382377687403,23.115175482991226,F,Tokyo,8.0,5,0.7490318118698939
185,2023-06-14,0,1580.258804241738,0.0,-0.3465603222362948,39.38062957323008,F,Tokyo,2.0,4,0.7071161630724454
186,2023-08-13,0,1273.3705801286017,0.0,-0.6209570476034612,20.0,F,Other,7.0,3,0.5374298453437496
187,2023-11-03,0,1609.9785175801844,0.0,-0.31975576191554483,54.202113497678056,M,Tokyo,11.0,2,0.7263264118835071
188,2023-08-22,1,1300.540072926859,162.33712471149775,-0.5870724194292785,40.82504404050062,M,Tokyo,4.0,2,0.5559525002371541
189,2023-06-21,1,1421.1351358656677,441.53427368996745,-0.4778277813480548,46.336524593521595,M,Osaka,6.0,2,0.6201289854641632
190,2023-06-01,0,1487.7216121158644,0.0,-0.2774424975536311,33.00717082080666,F,Other,3.0,5,0.757719133954156
191,2023-11-11,0,984.8183285066086,0.0,-0.5191598981943221,34.49194098682378,F,Tokyo,3.0,3,0.5950202155125134
192,2023-06-09,1,1724.6804932348678,102.38970618780054,-0.3188427040997699,44.31345857750992,F,Fukuoka,1.0,4,0.7269898927428706
193,2023-04-06,0,1065.202306110284,0.0,-0.6801442260341872,22.539240513912617,M,Nagoya,3.0,3,0.5065439301747833
194,2023-08-21,0,,0.0,-0.45956629723698345,34.63014348379996,F,Osaka,6.0,3,0.6315574942484365
195,2023-06-29,0,1045.5340600526301,0.0,-0.6148847511682269,27.105797291823187,F,Fukuoka,3.0,3,0.5407032070315231
196,2023-04-23,0,1269.2501564768006,0.0,-1.1036912383439001,26.641467841134784,F,Other,2.0,1,0.33164464202698096
197,2023-11-14,0,1202.100610633705,0.0,-0.644396659883087,20.0,M,Tokyo,6.0,3,0.52497918747894
198,2023-02-21,1,1834.5358921862992,126.56905875969596,-0.18344820817867194,60.0898988422,F,Tokyo,4.0,4,0.8323949857738916
199,2023-09-25,0,1018.5049251685531,0.0,-0.57986447454351,29.70191870269347,M,Other,3.0,3,0.5599742520892196
200,2023-10-22,0,1545.1744701795376,0.0,-0.2578873437548058,57.450640827453256,M,Nagoya,6.0,3,0.7726822745876852
201,2023-04-23,0,1290.4722217995811,0.0,-0.3184190166927405,56.031884820914385,M,Osaka,2.0,3,0.7272979744660704
202,2023-04-11,0,,0.0,-0.7076000710922481,20.710004402252594,M,Nagoya,3.0,3,0.4928255254675125
203,2023-04-23,0,1197.6074989627273,0.0,-0.5089283957173537,23.673831464907316,M,Fukuoka,10.0,3,0.6011394172546891
204,2023-03-22,1,1872.563464022511,268.3100107202242,-0.2519290812167225,70.0,M,Sapporo,7.0,2,0.7772998611746911
205,2023-07-06,1,1848.4953859211337,,-0.10629521425138413,,M,Other,4.0,5,0.8991591641909924
206,2023-04-23,0,956.4432635734977,0.0,-0.8917267175251449,39.527222300078435,F,Osaka,1.0,1,0.4099472780110856
207,2023-01-02,1,1467.8195215480803,236.19817068193365,-0.41465810685308596,43.860596596260244,M,Tokyo,3.0,3,0.6605660850198787
208,2023-05-10,1,1891.003109355734,42.60319359203057,-0.6606339887480918,30.53730395579217,F,Nagoya,7.0,2,0.516523760311308
209,2023-08-08,1,1544.110888798974,40.3550403475336,-0.623477701385449,46.4852907130051,M,Osaka,7.0,1,0.5360768766704428
210,2023-02-23,0,834.4215265416876,0.0,-0.58595561207572,29.242271489162928,F,Nagoya,3.0,3,0.5565737389151514
211,2023-12-09,0,1231.370876481732,0.0,-0.32695640671227794,20.0,F,Osaka,7.0,5,0.7211151780228631
212,2023-08-12,0,106.16031836632044,0.0,-0.5521032662376627,20.176663202334236,M,Tokyo,2.0,4,0.5757376064640394
213,2023-08-13,0,1058.9224986719792,0.0,-0.5717947974849583,40.316391217758806,F,Osaka,5.0,2,0.5645113452827711
214,2023-05-06,0,1083.2112445625921,0.0,-0.6976473889379271,23.033991467461185,M,Fukuoka,2.0,3,0.4977549510936023
215,2023-05-10,0,955.1295412171336,0.0,-0.8148983305030864,38.990838026296984,F,Sapporo,4.0,1,0.44268433246686767
216,2023-02-22,1,1366.8497064496187,263.0934528392028,-0.6134031535862303,23.880084408507052,F,Osaka,5.0,3,0.5415049053462765
217,2023-06-21,1,1282.0272005374957,119.16375339800308,-1.0388180127090811,28.264691162470097,M,Tokyo,3.0,1,0.35387270780277924
218,2023-08-06,1,1385.8429604397706,97.02465191596441,-0.22361799539078564,52.797479596197874,M,Osaka,4.0,4,0.7996205346633742
