user_id,cluster_id,date,time_period,post,treatment,y,y0,y_cf_low,y_cf_high,cost,propensity_score,log_propensity,age,income,credit_score,running_variable,risk_score,engagement_score,education,gender,region,z,domain,w_neg,z_neg,neighbor_exposure,revenue,profit,roi,welfare,cate_true,unmeasured_confounder,hidden_confounder_strength,time_varying_conf
992,45,2023-11-27,11,1,0,1021.28560537196,914.1752194288576,1405.0628439886716,2189.9669086743215,11.387177569380405,0.3958042374807683,-0.4229785164918647,38.81479959864889,26130.592263033963,755.9408234205415,-7.917777765180062,0.14381340519084526,7.6469852703444925,bachelors,F,central,0,source,0.05119975968472797,-0.16712976445357472,0.4,1503.6660793526326,1492.2789017832522,12046.96464085559,1015.5920165872698,851.4753446659563,-1.8386606223005748,1.594710103684937,-0.6704955902028485
36,26,2023-03-29,2,0,0,615.1076043704328,620.4468761446271,724.4410772080723,1526.3813121414532,18.139654424078035,0.4706766796481298,-0.11742803373842133,35.980493032324006,48952.49119494663,735.8885615171084,-1.8059969476112827,0.2192638829942618,3.252990390099848,high_school,F,west,1,source,-0.8567721150915935,0.345549071591396,0.3,946.1710139925364,928.0313595684584,4848.7362363292095,606.0377771583937,537.9730670589273,0.7017943919860771,0.5057274066806761,0.8392055537935426
101,14,2023-04-10,3,0,0,1027.5151811873557,919.4915593964706,1482.4078878944765,2714.744873025191,40.79878533387201,0.6386694597543902,0.5695938795329787,33.84425872058253,23146.263534029265,575.3169479856717,-3.720009405150993,0.18172043036580485,10.357549939413447,phd,F,north,1,target,2.1448987645030826,0.1329780040803004,0.8,1567.853964763868,1527.0551794299959,3653.348218692215,1007.1157885204196,1095.2898588606274,-0.7839707453860097,0.8600639147232374,1.0582007976101477
794,7,2023-12-26,11,1,0,688.1500639446194,770.4271638257562,1072.7000648310418,1477.4949173595821,1.4778075500449586,0.5486500342692001,0.19521776185803738,52.71218739609069,13721.03757701713,526.0254667519318,-14.201538020935729,0.43859697866030056,1.3879905042484024,high_school,M,east,1,target,0.40957632020193746,-0.38464472383733467,0.6,1077.0744547165991,1075.5966471665542,43409.208562103144,687.411160169597,426.90195034038993,0.5221725709420687,0.31552015876062267,-0.7589012257336146
86,46,2023-06-01,5,0,1,1578.6907482120243,749.5930163722845,1125.273335449629,1950.8732589169283,212.79677265017116,0.5583756169650215,0.2345721757301544,25.582599677129828,35828.309070601266,778.1391501182345,0.21414064494879037,0.33458187670938944,6.842927147827475,masters,F,east,1,target,0.9315892420317673,-0.035460213515049306,0.3,2394.959166573906,2182.1623939237347,1020.6713445082436,1472.2923618869388,758.4619760239887,-1.569131463405304,1.2456883776601073,0.6544993153477157
516,31,2023-05-11,4,0,0,583.2955252016056,656.8084962321185,814.4977966381458,1422.4269241670322,21.587218224245017,0.4966494868533649,-0.013402253391435437,32.7249377499562,15570.839265805436,687.6327853981916,-9.85533841599192,0.2876895290964728,4.455945575387362,high_school,M,central,1,source,0.9473834898448451,-0.031224609777223043,0.3,922.5954318249729,901.0082136007279,3989.018057272718,572.5019160894832,558.0109662220281,-0.7471263126215132,1.3004972778515789,0.9932964516627976
223,24,2023-05-30,4,0,0,740.3650423934614,810.4096949300731,1227.862518465671,2151.871414612484,28.86563275508554,0.5199192976131901,0.07971938268298123,64.86723938761605,54706.44989421291,592.8281920651776,9.218900548156325,0.34771588496804695,4.95719108748699,masters,F,south,0,target,0.11196071896857365,0.022503682228876883,0.4,1127.7377132659321,1098.8720805108467,3679.3865695804825,725.9322260159187,844.09597222227,-1.21994979970031,0.48711747027966645,1.008225767958753
338,31,2023-11-05,10,1,0,840.6614701284943,737.5406954878397,914.3503111570253,1430.350006305917,10.147618641768242,0.2908330318568642,-0.8913416682214188,30.68176033763283,9576.06235998931,781.7797248535721,10.691294360742994,0.4767911930567074,3.2359930820705505,bachelors,F,west,0,source,-1.200780482730508,-0.149079611205574,0.7,1379.6310940489002,1369.483475407132,12284.986770859823,835.5876608076102,461.1194922794576,-0.058823496715044325,1.189317633427942,-0.9318825091453569
960,29,2023-09-15,8,1,0,654.5087021909185,877.7864919259557,1182.2904110662917,1838.0967504765308,57.06470825577465,0.474626029702999,-0.10158314551644124,57.94057382985025,6425.89598443003,643.7297834233497,-2.5707846413382147,0.38119439303862424,3.4493051600014524,phd,F,west,0,target,0.7887674514243762,0.3409190973804356,0.5,983.7508131781832,926.6861049224085,1595.9541221500028,625.9763480630312,646.6185132220899,0.7473007434557153,1.7508492415827734,-0.7211800867713821
166,42,2023-12-10,11,1,0,757.5557228856852,691.3032928329413,723.2426356042272,1268.8581661960081,8.06733566693197,0.5711103875762626,0.28638294186963065,18.0,10018.43164298469,634.2618342131544,15.761259574106552,0.3722929737880661,2.4556737500184447,bachelors,F,north,1,source,2.0113794959604494,0.9478669746713597,0.3,1091.5438454516059,1083.476509784674,11949.226868660526,753.5220550522192,321.7200606662516,-1.0747405583498006,0.7822465786699127,-0.7272352398456989
383,32,2023-10-21,9,1,0,753.5205314955753,733.683135924603,967.3790276495605,1304.8735239880928,29.71369962085031,0.706040896317461,0.8762325077283077,66.75130563263627,25986.812168848992,613.3321378646716,-1.4096353531250092,0.0706024023480813,0.29707622468136985,high_school,M,north,1,source,-0.3781859636162736,0.4347799771280374,0.4,1174.577458032455,1144.8637584116047,3727.5345287104465,738.6636816851501,395.55649071019707,0.6892024015905626,0.7888458594269783,-0.9978384610019667
856,17,2023-07-11,6,1,0,667.0159196073519,650.1907066324037,847.9906581749988,1234.1272333949653,34.48295420874751,0.3902987869939371,-0.4460564562883228,25.946522414586802,28862.432500890067,624.0542680016337,-13.004904039002188,0.16667270152854244,3.338502393710869,bachelors,F,east,1,target,-0.5666214243051219,-2.308780099907877,0.5,987.600354592985,953.1174003842375,2686.127526972566,649.7744425029781,451.2049387244379,-0.09968170062231475,1.880928095502444,0.27075158393899207
895,14,2023-10-04,9,1,0,975.2159621080098,813.3897360293881,1237.1328773306163,1970.424795562284,23.05515487229735,0.41901788733644807,-0.3268063598447727,31.85409384787862,40520.100020172125,620.4500595399857,11.852276940859065,0.28148963966499213,5.607762416077685,bachelors,M,west,0,source,0.8387474797025419,-1.3866707407783436,0.3,1438.8654596707388,1415.8103047984414,5885.683598025517,963.6883846718611,695.0806265324513,1.87475520425957,1.0348612559070958,-1.0680961566553955
376,40,2023-06-10,5,0,1,1801.857841386043,880.9133434456728,1498.6314930580677,2445.8373934046012,80.41355423969785,0.6275325001173738,0.5216456770359971,55.20513866979488,23115.024972981417,732.8307175621334,16.141145160942795,0.39449739948115853,8.581934416308295,high_school,M,east,1,target,0.9239270151816281,0.5920907178840414,0.5,2703.01144818065,2622.597893940952,3221.328338300398,1761.651064266194,1028.2602365477167,0.09917131486722673,1.691742221251584,0.5005450523428121
471,36,2023-11-10,10,1,1,1157.3725592497422,773.9269760756538,1059.3712154441369,1455.6305677037622,33.97818001291438,0.7495678627417752,1.0963088823892557,49.05612201312073,18449.52001685821,850.0,9.946224192749956,0.35599754319950794,2.5169737619819363,high_school,F,central,1,source,1.1448145674622776,-0.8147263798758124,0.7,1757.0120143774802,1723.0338343645658,4926.024835278451,1140.383469243285,501.1373053778257,-1.0281271546245427,1.8220976588831381,-0.9169258065464296
790,48,2023-01-22,0,0,0,740.0305805042092,629.0550751242007,877.3843911941913,1474.8910888483942,2.4044121748618896,0.7579560812800669,1.1415062512823209,58.42481154142211,114304.32138962438,560.3270553236805,-7.638486627339589,0.1785050009795832,0.5183689687110284,masters,M,east,1,target,-0.14129245615601768,1.1740120656529252,0.6,1079.0056887669282,1076.6012765920664,31623.70539447804,738.8283744167783,561.0527180811999,0.7996719840572585,1.0459501317138837,-0.15775160028411356
642,24,2023-09-10,8,1,1,971.0892612626067,659.9902487292218,749.1651841270008,1195.8861907960834,89.40238221874588,0.7431064868266513,1.0621777007474984,25.826060561136373,92513.35901473818,665.8993336205747,-12.353632753732914,0.0890076600702508,0.35161083425206346,high_school,M,west,1,source,-0.14363573710268712,-1.4780449225808034,0.6,1495.6485195351283,1406.2461373163824,1555.541018724153,926.3880701532337,332.18665358234836,-0.8505778653565708,1.781318874855288,-0.7313496256643792
31,45,2023-08-24,7,1,0,884.1966993069404,762.8886749230396,984.2705370896152,1604.5809072103089,8.331689619976004,0.7072706996367825,0.8821651847681529,40.69791885999692,79934.42936927112,683.594676724393,-3.5029611204400157,0.28165046363550955,3.059265526400073,bachelors,F,north,1,source,-2.6281840586273195,0.8251134930601782,0.6,1304.0890425860973,1295.7573529661213,13885.559911812126,880.0308544969524,617.2647415140837,-0.910791533338939,1.6281843343911697,-0.3891206682205394
375,27,2023-12-11,11,1,1,1277.781212485945,764.2487262706459,1021.2943558249558,1413.7388843967356,254.93585874131878,0.5759872738169137,0.3063220967838337,35.743826861843445,46495.78929201684,746.4562727665094,24.764062313852637,0.10325333214608563,2.345292992859815,bachelors,M,north,1,source,0.05025518620506101,-0.8745226356683016,0.3,1958.3961696232568,1703.460310881938,665.5809464369239,1150.3132831152855,447.65948553664464,-0.4548288935243101,0.6683864870604579,-0.7753067782383489
11,25,2023-02-18,1,0,1,822.3353408328787,498.60893236132273,695.7524851299003,932.1237289317473,68.7318999289237,0.5574280352065314,0.230730326418415,28.34716802771365,49553.34569572064,798.8323115606363,-11.768813204315556,0.2559658716950654,0.5405262999235985,bachelors,M,west,1,target,-0.5639751599325871,1.1226795268551133,0.6,1236.8995640446092,1168.1676641156855,1675.2270701162238,787.9693908684169,290.6812226934039,-0.25212521403047944,0.459547391076486,0.6152153328838327
988,32,2023-02-28,1,0,1,1776.2107718873497,788.3987515145018,1279.237248157266,2102.426850327131,118.57761516560865,0.46177882837045237,-0.15318352556767775,53.93846187780549,19069.427771812552,684.0637900695355,8.207551108636599,0.2068974804893457,8.73896880282685,high_school,F,west,0,target,-2.2067209862078703,-0.738681804406775,0.6,2685.470684632255,2566.8930694666465,2146.6334362929347,1716.9219643045453,1008.6384172077351,0.10898056298882464,1.2296654550933976,0.48533163065322255
302,18,2023-06-19,5,0,0,733.3601569724979,758.618720311068,1102.4935651213323,1967.1223384042714,5.591788722284541,0.7392768556877202,1.0422133914101654,59.14577169910193,40761.228657130356,636.2912800061312,-0.9253469386186064,0.09872968817659745,4.016123071593402,bachelors,F,east,1,target,1.8939051539883756,-0.9669953499092503,0.7,1043.7732928034086,1038.181504081124,15749.617407660446,730.5642626113556,690.4141303549022,-0.9716748106049412,1.048757046192195,0.4034761313696684
96,46,2023-07-07,6,1,1,1240.8107583218891,645.0322548422962,704.9818848158336,1406.0029360829271,39.10611057916459,0.39832702086423044,-0.41244074547927184,39.947006924392,17121.773283626542,757.8070597808008,9.441521914230817,0.41070910595628746,1.751133516255975,high_school,M,east,0,target,0.2415629348731315,0.0805849534935955,0.7,1782.9391358226446,1743.83302524348,4348.048215249807,1221.2577030323068,397.1401730853198,-0.5011564210942756,1.6236280690555753,0.008629682713821363
190,18,2023-09-28,9,1,0,724.4768611421365,785.66592696163,1064.5805355330597,1593.9249541799793,4.301543019139428,0.785367910188279,1.297226930764506,67.84066948944255,15636.783892842319,535.9902378091697,-12.599882842029764,0.4495323848578794,1.634350511918867,high_school,M,east,1,source,-1.783353281497538,-1.4673218795395326,0.8,1113.2670259788194,1108.96548295968,20917.787122657217,722.3260896325668,529.1781946721946,-0.6027511291748989,1.8242242631993948,-0.8781957322687738
453,37,2023-07-09,6,1,0,820.6790051832324,716.6383825231566,978.729228160247,1666.2596801833226,6.814471573051264,0.5225184809830998,0.09013489776435121,33.21449668682486,9956.77175052534,485.6004737358698,-2.4950139987957742,0.25059892734696343,5.316939144826951,bachelors,M,north,1,source,0.3766498483047505,-0.948007198881718,0.5,1332.7608758481647,1325.9464042751133,16967.831949734507,817.2717693967068,616.4010512560274,0.33655951314448124,1.3966586919128101,0.11104391644451012
192,26,2023-06-24,5,0,1,2288.9305683571824,1081.7840253457998,1847.468408317181,3058.735587929678,183.57987429951032,0.6859546831587772,0.7812742690447733,67.47700986205561,50254.59505232936,850.0,-8.98049675105254,0.18203766534957733,10.166550581327494,phd,M,west,0,source,1.860638980114884,0.8682842701710473,0.5,3398.76665901287,3215.18678471336,1741.8945575270066,2197.1406312074273,1299.422052456094,-0.9795583262475234,1.9757602040623856,0.7839962899084318
486,9,2023-02-20,1,0,1,1616.2036722039607,769.266108965948,1269.568717657775,2082.5927610854947,155.62438735326157,0.5313983015883106,0.1257586864941782,53.433585896373984,41395.911950624155,619.2121833384999,-8.411508791142854,0.44970338527680737,7.002809002078716,high_school,M,east,1,source,1.2036449296718053,1.451821914942779,0.6,2516.6747532315267,2361.050365878265,1507.4602402453377,1538.3914785273298,936.1548120770963,-1.5935660719869404,0.579504600109323,0.3765465795798121
266,35,2023-12-30,12,1,1,1657.6748249479024,886.6377517687188,1232.6284330827705,2069.7248187877517,114.7530247996674,0.6171590797500454,0.4775072671377797,26.64649221787484,28500.9328612816,658.6274677410375,7.3664303996596425,0.31958346401214627,6.907272301773513,high_school,F,east,1,source,0.9666605892691311,-0.22704829339604363,0.3,2511.724914124049,2396.9718893243817,2070.7639333596653,1600.2983125480687,752.7744573550331,-1.0949543611810568,0.6078407901320075,-0.17340414116588831
424,8,2023-02-24,1,0,0,666.8641074176946,682.1291673897175,1051.0333085753994,1591.9079011338565,2.6121446081539537,0.7685705887754718,1.2002575030840092,74.72286400624003,25666.82883333782,754.3815847551725,-11.190463782488422,0.15582024343306497,2.983424478866876,bachelors,M,east,1,target,-1.2318341207035175,-0.4954489467931802,0.5,978.9149838792137,976.3028392710597,27028.343136295847,665.5580351136176,659.2039603505324,-0.45258138502480727,0.18876993157992306,0.5805572532667531
128,20,2023-09-01,8,1,1,970.4373895243891,625.3497465207365,937.7407415899248,812.3664514045762,182.06969590203033,0.44517999857452845,-0.22016504800663922,38.33283700213459,8399.393745112717,734.699425912561,2.8986929354256397,0.39996514489711404,0.23178615081214352,bachelors,M,west,1,source,-0.5442819987956092,-1.5234472066130795,0.7,1441.4293695863369,1259.3596736843065,687.9126922012545,879.4025415733739,249.00237905558126,0.3280190413832458,0.4209550629490264,-0.9135238373885557
238,42,2023-11-16,10,1,1,1354.7540488165694,817.7830620965126,1187.365876766976,1658.9676736694773,21.6093861797615,0.49136420349759696,-0.03454662165651033,63.07676609421676,44583.52376275137,788.5238305740189,0.5577551511008643,0.17244750636866346,2.0115621577559235,bachelors,F,south,0,target,-0.8685027086516008,0.634505963224947,0.7,2057.3371503422577,2035.7277641624962,9003.905492952974,1343.9493557266885,564.7206012539268,0.9164188663870895,1.43690355355995,-1.0170217111923825
920,22,2023-05-11,4,0,1,2080.6924111532708,983.14622968612,1500.8962134807823,2691.3759214671595,63.96135092431291,0.7197363029794427,0.9431539636562529,47.18473682894449,28213.840931283834,793.7629747180481,-9.538052465586537,0.7181523908738022,9.415685290810421,phd,F,south,1,source,0.018082009235992985,-0.44195015800488696,0.7,3199.1260853389117,3135.1647344145986,4826.200024792293,2048.7117356911144,1149.421428359504,-1.2287271871819854,1.062275384873528,1.040576123984458
355,19,2023-11-03,10,1,1,1424.3556374271498,919.3575892820573,1286.4683326422041,2033.6701690666234,150.67733748346825,0.6295960946494713,0.5304844475871524,50.61661836677747,74369.24549292539,555.7545542106005,-7.377210576914103,0.2705880345621408,2.1536362320230826,phd,M,south,0,source,0.7754010813828096,-1.210418934014684,0.6,2163.731501195468,2013.0541637119995,1327.1950820810052,1349.0169686854156,632.1712848377988,-1.491013483898577,0.8064881009133922,-0.8287473147993331
940,30,2023-05-15,4,0,1,1417.770453827082,674.3537479984424,1219.3116452973554,1373.3559260966822,55.718364313163605,0.732030094369828,1.004946943489267,58.518101707384616,40821.70012122315,826.9280677865127,3.3393248703048655,0.40361281577316793,1.4265700655468994,bachelors,F,west,1,source,0.43737605735809143,0.277765306835621,0.6,2127.6462773825488,2071.9279130693853,3653.0106926735143,1389.9112716705004,509.7207956004381,-0.1803575323886663,1.5568325242314283,0.8985462976497373
112,28,2023-01-21,0,0,0,487.38457093564296,635.5218240396372,1022.4600991663395,1512.1867959698816,16.833667682773513,0.3915144976554556,-0.4409505412795244,57.687767767035055,63871.40909042017,751.070987095897,-0.25136446915406535,0.6161424490014125,1.7593329732680352,bachelors,M,east,0,source,-0.9075796969789545,-1.3189362707284493,0.5,752.4846748446631,735.6510071618897,4125.068495430663,478.9677370942562,598.5425397775996,-0.6905699014406568,1.4454970499993918,-0.003414322902119701
828,35,2023-11-25,10,1,1,1754.1550937391537,873.7398322544789,1145.4711245921985,1691.894620611699,69.98247666560576,0.7923439938612571,1.33911273872357,39.86780155314809,36105.75973804684,737.801564776022,0.38294487252045956,0.2550672797622358,3.009243462295865,phd,F,north,1,target,-0.18399810787747461,0.15229156467420202,0.6,2582.5677765604523,2512.5852998948467,3539.726166123348,1719.1638554063509,568.796732201727,-0.4958707091718226,0.2874595008747173,-1.0725208927436642
446,43,2023-06-16,5,0,0,765.7453608378651,698.7025188119565,1098.4341126160289,1466.6380051179424,24.87150371945807,0.5366618390251643,0.14691101667633366,52.974983939078925,41996.53096254917,742.2518144341602,-2.326020317240651,0.053811881344810096,2.6696813988310004,high_school,F,central,0,source,1.04345984988708,-0.39202451293203555,0.8,1118.1031193664562,1093.231615646998,4225.620696429693,753.309608978136,550.823681661454,1.4290806384494192,1.4479071968038237,0.7288348719743535
343,11,2023-10-01,9,1,0,805.337467460153,760.3256585849804,819.6533181129921,1390.6412693139705,29.473310628590518,0.6425451925248151,0.5864282110895187,51.84899773047753,76488.90848281825,476.77106439214833,-2.973232117545814,0.1249614333970986,0.9013895080291573,bachelors,F,east,0,target,0.5106802136849381,0.19195698435604566,0.6,1225.9974090543192,1196.5240984257287,3926.4657293360565,790.6008121458577,477.83010960006663,-1.3279268430772788,0.946628122309981,-0.9159997028664172
145,31,2023-03-30,2,0,0,536.8694932162415,687.5596162908256,926.7020969844484,1651.5292218765296,5.7460011102739905,0.5939807670650841,0.3804464096732379,48.20341799533868,31135.02245527746,679.0077010271559,-0.21562117888700438,0.3296576897331487,4.677715178762488,bachelors,F,north,1,source,0.39957915261912763,-1.4528913175206997,0.3,817.407414444215,811.661413333941,12031.741472704489,533.9964926611045,688.4701181615624,-0.20788137961581415,0.45508803303357803,0.6975196699404326
65,49,2023-11-12,10,1,1,1471.6529021734254,813.1763648631405,926.8314094536248,1743.3602724898035,93.57452845531853,0.735004825562992,1.0201654480569886,41.950251992554065,52970.154461943675,603.3424602885236,14.392022643194288,0.3039251942698721,3.471973157001371,high_school,F,west,1,source,-0.8778466210121857,0.19822062909791152,0.5,2207.2653698390427,2113.690841383724,2234.9472695307504,1424.8656379457661,603.8419408737545,0.4740445556912457,1.3195960572880703,-0.964142510931791
247,48,2023-01-14,0,0,1,1044.993544160523,665.6729561701901,774.6662041152587,1384.5337189536426,57.64258528433095,0.3781476685835159,-0.49741787845457097,48.17347249791372,25468.06181149076,588.9386473334658,5.290829817297604,0.10340801823006505,2.5171358651151623,phd,M,west,0,target,0.160071441143995,-1.776899972955979,0.6,1578.653421685762,1521.0108364014309,2593.696763242528,1016.1722515183576,534.5151571447697,-0.7980215466285713,0.3580845199433925,0.1033925381239693
735,39,2023-08-30,8,1,0,845.452645867136,861.9368257160381,1241.0199753853317,2223.1160440980634,14.195965677996394,0.7866384033569571,1.3047803171267567,74.5131111929379,32699.48057819769,651.2122399317622,-1.308895063031139,0.3653657537980029,3.747657462304218,masters,M,east,1,source,-1.134883703401382,0.2712318306057259,0.6,1259.9808069278283,1245.784841249832,8198.128816872204,838.3546630281378,755.3136894852225,1.024630794867457,1.984945987277533,-0.7716925121746427
991,36,2023-09-22,8,1,1,2202.4124542476816,982.0283895027935,1399.4085906490036,2632.8464813560818,154.80564062156088,0.6307076823739131,0.5352539749215488,40.57458971828764,129938.84541716074,782.545215078116,-10.818416283734535,0.36630693187574415,7.9016809445660865,bachelors,F,east,0,source,-0.8257700810600909,-0.08939533841290566,0.4,3249.052333797081,3094.24669317552,1985.9657717342795,2125.009633936901,1110.515808178621,1.5002345509055661,1.77413093838446,-0.6967821301011081
490,30,2023-12-12,11,1,0,735.9869444711015,880.2410368869982,1113.0715621907007,2121.676624777899,13.438951763220805,0.7004122288344511,0.8492616261063883,63.098811297063136,60621.52733734477,728.7193277872794,-4.19030234154692,0.21279537011626093,2.8227769050883635,masters,F,north,0,target,-1.4791071586934172,-1.8735751230882474,0.8,1059.996131423257,1046.5571796600364,7248.152059942802,729.2674685894912,666.8388005787003,-0.18106288247906713,0.5481566975561428,-0.7438526079606937
825,23,2023-02-22,1,0,1,1400.9405907559672,652.8404727357527,822.5439095070835,1617.6143543492128,204.74868249186937,0.5794364528525652,0.3204604071295647,35.70545364125304,23548.864297373417,743.7474664421613,-9.202440309016282,0.6926465276716436,5.084764037701266,bachelors,F,south,1,source,1.728509708587014,-0.01340128265828615,0.6,2133.253665519045,1928.5049830271757,937.3109755409419,1298.5662495100325,682.6707725842776,1.5380699524967818,1.2240938176035032,0.483930306633106
439,19,2023-12-06,11,1,1,1142.3092431606992,752.8197937404766,1012.1500510657424,1214.1647604360553,76.5746737540596,0.5997557411503953,0.40444746613379845,31.780280065158845,50936.5147865183,655.3667202847902,-7.9658628758592,0.17530625221768067,2.092570871586588,masters,F,north,1,source,1.7688481058901557,0.6983844485326342,0.5,1797.8123928042298,1721.2377190501702,2218.8139965720384,1104.0219062836695,425.71072484752597,0.12867700217912798,1.908753282037501,-0.6619241011373569
106,12,2023-04-02,3,0,1,1385.267147514606,719.4470847816906,901.5693026967729,1684.4436757199364,108.31255587753122,0.7648812658247877,1.1796299749261716,90.0,13043.105788668398,737.6297779191066,-18.704475729763367,0.3123376522738699,1.5262365459776226,high_school,M,south,1,target,-1.0041273955357848,-0.44390343342503064,0.5,2101.1259167098133,1992.8133608322821,1823.0415937442165,1331.1108695758403,609.4189004829336,-1.0488709457845617,1.7858313653830344,1.0260513279281946
181,15,2023-09-21,8,1,0,665.1535033454717,799.4204887186927,1216.8277935733272,1727.2621725123652,48.67750400610654,0.5054457404325885,0.02178382291939333,53.10036295483865,30425.80050593815,680.0950384659233,-0.11292222765988916,0.12527931999286354,4.280987778286515,high_school,F,east,0,target,-0.7756786561566046,-1.301057145244214,0.4,953.8041313020658,905.1266272959592,1822.0050411242437,640.8147513424184,660.3603700482771,0.8507795550052626,0.8074139361673428,-0.7802848227645073
184,31,2023-02-04,1,0,1,1008.9398919610721,536.4453693294598,692.6565011889559,960.6739545370954,53.92665240918143,0.5219664939283635,0.08792257131762411,53.5127019193442,16937.079645597758,794.9123589046185,20.67727139300996,0.1350660060917633,0.5738961207080421,high_school,F,east,1,source,-0.3176570759534193,-0.4291843236681975,0.4,1566.231750064345,1512.3050976551635,2753.31743574886,981.9765657564815,339.8559591537362,-1.0406955846090045,1.2800920330937282,0.4331736479054785
