user_id	date	treatment	y	cost	log_propensity	propensity_score	age	income	education	gender_raw	region	z	domain	w_neg	z_neg	cluster_id	neighbor_exposure
19	2024-06-02	0	395.2178478503536	2.132276303193459	-0.602698364696248	0.3537265934078427	21.191390757181743	24854.563650303873	bachelors	Female	south	1	source	0.2001763888225281	0.013791334770441695	8	0.7
20	2024-05-06	1	602.6308703143977	38.471008125012986	-0.40577016340178207	0.3999267890034336	42.35816433351933	11559.557449822682	high_school	M	south	1	source	-1.3321472733201012	-0.4396898635936964	40	0.4
21	2024-08-07	1	854.7879371276563	40.54484024575058	-0.20157435395486042	0.44977635468820243	42.613180503380256	38726.36417566509	bachelors	female	north	1	source	1.4421837364519228	-0.7386528809601761	49	0.3
22	2024-04-20	1	1038.4611468852752	141.31897650711718	0.5762115438837885	0.64019521761758	66.20707497825242	46305.286078796	masters	F	south	1	target	1.2952804894756558	0.840223040143776	42	0.9
23	2024-06-19	0	369.9298612066021	30.473773041024668	-0.4457419782069408	0.3903736245542357	36.30033443675819	11718.158495361979	bachelors	Female	east	0	source	-1.89138294123027	-0.5750266583766489	44	0.3
24	2024-03-01	0	523.0705021416132	7.242561541499527	0.3730700624834308	0.5922006050039214	41.08782055102538	26653.825508105434	masters	female	east	1	source	-0.9620103521503387	0.32049251555718705	20	0.4
25	2024-03-17	1	1003.1314991962583	147.8951301106631	0.6004542071431833	0.6457602148504518	68.76535166423916	59525.161852631674	high_school	M	west	1	source	-0.4180542495394689	-0.8115336536570631	28	0.4
26	2024-01-16	0	527.451255671964	19.803277563756755	-0.09586358327687129	0.47605244091304827	54.56424611125804	96705.7685936818	high_school	female	east	0	source	-0.5572200971938743	1.0511313962378597	38	0.6
27	2024-09-22	0	683.9635893913846	11.273661385637547	-0.5007407518672632	0.3773666051948715	36.492149945388846	141563.5668551394	high_school	Female	central	0	target	0.8126531439626842	0.4201604825764075	6	0.6
28	2024-11-06	1	725.6051055639537	255.64630909674327	0.050207192399976085	0.5125491621409058	63.694782549481346	11452.623815632553	masters	female	east	1	source	-1.0497173703504674	1.0651012529711983	14	0.3
29	2024-02-12	1	1209.081131928897	52.74164239108829	0.6412422909048153	0.6550342282150236	36.36621591110402	148544.37705184927	bachelors	Male	north	0	target	0.2515159167291008	-0.21527945734574463	6	0.4
30	2024-10-28	0	632.9137406479845	9.166927416778904	0.4552264750310125	0.6118811543063801	29.8829654029543	141443.39104288231	high_school	Male	west	1	source	-0.043705353958411484	-0.5595329981374714	45	0.5
31	2024-11-16	1	783.2823669701261	48.76318334824258	0.32693345540070107	0.5810130528283529	60.486411813814826	34823.011006931236	bachelors	M	south	1	target	0.7593212372474073	2.3513515222934314	31	0.5
32	2024-05-07	0	847.213803267969	28.537523786688435	1.4859011878661104	0.8154622661973161	33.799271688517585	225468.95589704183	bachelors	Female	north	1	source	0.5493445026183162	0.6490724782279623	8	0.6
33	2024-08-01	0	449.59416116613954	2.588757581242595	-0.0371643474414826	0.4907099824363819	37.34190451501927	22334.572620200863	high_school	M	north	1	source	-1.153848909746933	1.91788512639235	44	0.4
34	2024-02-29	0	667.0653127848382	8.135843165418619	0.34835085187803416	0.5862176078090503	57.010108960042	119495.49126835959	bachelors	Female	south	0	target	1.9207668841901593	-0.3869693742715246	26	0.7
35	2024-04-11	0	473.79250846118447	34.64248203766245	0.04377837703878814	0.5109428466606032	59.678169039495856	28886.7585714503	high_school	M	north	1	target	0.6305606097155971	0.9500307757353291	6	0.3
36	2024-06-04	0		16.477810459583022			28.240004174768863		bachelors	female	south	0	source	0.6471414680411745	-0.6970400885557022	14	0.5
37	2024-09-18	1	1034.2224219058592	49.15567788865951	-0.5732969982139169	0.3604764083365148	60.41002394604564	21702.436144504496	phd	Female	central	0	source	-0.38900962814116957	-1.2745259042562218	33	0.4
38	2024-04-01	1	577.7192720548693	66.14852829350525	0.19872445180636808	0.5495182580228413	33.48503034374302	15844.688306438942	bachelors	Male	east	1	source	0.6318090950877648	0.5485769425727745	47	0.1
39	2024-01-24	1	699.6883334935872	171.22838057508568	-0.025774947393222017	0.49355661991761246	22.814500735468116	16073.964668372946	bachelors	M	north	1	target	1.3927603346678905	0.3277702342029628	41	0.4
40	2024-02-14	1	776.9159755980955	70.27107014395739	0.4695471697059652	0.6152765719966501	43.2245664322392	34617.57996786906	high_school	M	central	1	target	0.43472744913897504	0.19734957190363692	40	0.7
41	2024-08-20	0	548.285653709087	0.36251114490850356	-0.022909718138445095	0.4942728210075929	35.45715763833157	58449.14787051441	bachelors	Male	north	1	target	0.4692414520705806	-1.6423810787399808	39	0.5
42	2024-08-08	1	1050.2671378657567	37.468384786847835	0.11929912036542933	0.5297894575302204	49.13005574850975	140661.37774185013	bachelors	F	central	0	target	0.14483537492509305	-1.824447326966998	24	0.2
43	2024-03-10	1	867.2931061152655	106.0233886457786	0.7135303119481922	0.6711807599719196	55.744302138062984	51489.45892743727	masters	female	central	1	source	0.312230592325799	0.28605472022764106	43	0.3
44	2024-09-13	0	545.6050360261528	6.4601610054439895	-0.05604918038290118	0.4859913721153249	44.38376982111684	18140.24614751399	phd	M	east	1	target	0.2618713622873785	-1.3818270077674721	28	0.5
45	2024-06-05	1	687.075376654385	195.1907695586295	-0.2599204617214716	0.43538326061163657	33.85090510669981	70979.54006466028	bachelors	Male	east	0	source	-0.7110284928613244	1.0357979499951333	36	0.6
46	2024-01-05	0	397.7504702106164	3.0726383554415078	-0.3046387949013132	0.4244238847519693	48.80930025668759	46723.92990847667	masters	Female	south	0	target	-2.0900573040863373	0.6498129552696097	47	0.1
47	2024-04-23	1	681.4831616635288	101.23448989027834	0.047281514662547125	0.5118181771299433	34.327289609431986	53839.06833068241	bachelors	M	north	1	target	0.19134146054103576	1.653357916251295	25	0.4
48	2024-09-05	0	547.2566386416812	49.48408937354451	-0.7098707558315469	0.32962739908968985	52.59783371175066	12827.077933736793	masters	F	north	0	source	-0.5827554843072565	0.7145538097664542	49	0.3
49	2024-09-24	1	1040.7923785747314	88.23192806660228	0.4118202796647192	0.6015242674054794	64.2488375527322	27094.747613728505	masters	female	east	1	source	0.10715835310305781	-0.47563627827078314	21	0.5
50	2024-02-23	0	399.35517420287863	39.54016207784089	-0.47864556123060664	0.38257200722765006	52.93755860476766	57812.32693241739	high_school	F	central	0	source	-0.29185253749070894	0.5155220527970933	22	0.8
51	2024-09-06	0	615.556843533931	32.59918109190168	-1.4416318035344524	0.19129278163873614	30.554480589235446	19655.383035540006	bachelors	Male	north	0	target	-0.25894523120866386	-1.0000585697655613	22	0.5
52	2024-12-28	1	849.679175966616	120.28785368769059	0.34574453468590954	0.5855852607699334	63.535681718313995	17463.258082549597	bachelors	Male	west	1	target	0.7203653286745163	0.7866077420064437	7	0.3
53	2024-03-11	0	463.2886238306826	3.7588099877721954	-0.8054924566145198	0.30885185675650306	18.0	63308.535392351296	high_school	male	north	0	source	-1.0619413276321936	1.6027690654937363	47	0.5
54	2024-03-10	0	426.40333582850064	9.793341742962992	0.14687140405740387	0.5366519890990696	24.018978045313848	58269.71542553375	bachelors	female	west	1	source	-0.8916762422447239	-0.035950907213078837	15	0.2
55	2024-08-14	0	458.286533321525	6.093634969836287	0.2689250776973829	0.56682899415622	42.73590129407864	50730.547171105856	high_school	female	east	1	target	0.7263381828090691	-0.21415567082270776	5	0.6
56	2024-06-02	0		1.3120970360417612				34153.47702818902	bachelors	M	east	0	source	1.114067212392903	-0.026576066705591775	38	0.5
57	2024-09-13	1	1021.0167909280377	88.18441749532349	1.0056498401867393	0.732167953527087	47.7522443540588	116434.76863353413	high_school	female	central	1	source	-0.02497841109005483	0.6186583860561069	47	0.4
58	2024-06-03	0	661.776190234557	16.181933599702052	0.2235421917427682	0.5556539831654195	68.17442217094637	18789.368353131507	high_school	F	north	1	source	0.06822355734483344	0.6281603587954904	25	0.3
59	2024-08-07	0	735.1849193297338	13.238690688189486	-0.7787478460404093	0.31458981666353575	41.60408029473564	11918.101991188945	masters	Male	east	0	source	-0.5122407327997319	0.8146099424502702	41	0.6
60	2024-06-07	0	458.55557311972984	28.9580289159008	-0.896120625397619	0.2898483620106517	45.76126303182381	15174.886049935849	high_school	Female	north	0	source	0.4590956650714662	-0.2450262568892381	9	0.3
61	2024-12-27	0	763.4796999207476	32.015714836982255	0.09926021368943719	0.5247946991499074	28.466988119373305	82174.81531861018	phd	F	west	1	source	-1.0263471089688059	1.9865857485927236	3	0.4
62	2024-06-29	0	414.45803225342223	10.281412530409707	0.04590908944087744	0.5114752570019852	55.5321823962399	44066.61344419679	masters	male	south	0	source	0.64671385437313	-0.3877303402412153	44	0.3
63	2024-04-25	0	403.0060198044876	3.10409538104301	-0.4032453444235462	0.40053286138818905	24.031420943916373	115709.53607862412	masters	male	east	0	target	-1.4620609770431152	-1.1027176274114698	3	0.3
64	2024-02-17	1	882.4940943095555	77.08079995497754	1.250735595022739	0.7774271702978676	18.0	170018.09080502114	high_school	F	east	1	source	-0.05817138821837091	-1.3027339186437545	44	0.4
65	2024-05-17	0		3.1688084109156622			44.38284524801671		bachelors	male	central	0	target	-0.611488256068528	-0.03165183596277341	24	0.6
66	2024-06-04	0	355.3076455106095	62.72816474690525	-0.218135551532004	0.4456813291888133	53.25889517685749	36504.324271075515	high_school	Female	east	1	target	2.221993988955447	-0.137680448253064	50	0.5
67	2024-09-24	0	430.8746804352923	21.461009483795625	-0.594844609090779	0.35552404973608726	67.24234030823483	27042.008647670133	bachelors	Female	central	0	source	0.5625747977649351	-0.3264637977524706	34	0.2
68	2024-09-27	0	528.5435378068744	9.0976293512332	-0.35636628125095776	0.41183947054788794	37.95534597714905	98268.23488911879	masters	M	central	0	source	0.4210549927192066	1.0070455390012882	16	0.4
69	2024-03-06	0	501.28364818212106	65.2481197143499	0.4257258827186604	0.6048525882500364	60.08222973468082	16777.5891119948	high_school	F	north	1	source	-0.8137863959618802	1.2395424770697356	35	0.0
70	2024-12-03	0	541.423370355906	3.6919809267741517	0.11028530890630374	0.527543415735585	41.79954591225966	31937.31912216988	high_school	F	south	1	source	0.016594281705614024	-0.4429871993631911	44	0.2
71	2024-04-26	1	699.4345399488719	150.06254709770232	-0.41855589827704404	0.396862362622093	61.21130769600552	42024.339035505865	bachelors	Female	north	0	source	0.37853121564450565	1.3228629594319536	41	0.5
72	2024-07-08	0	383.6169146926526	2.732359594161065	-0.15250847048729965	0.4619466103036098	46.27678673839346	33952.36520432041	bachelors	F	north	1	target	0.7509531522446239	1.760996786039224	9	0.4
73	2024-10-26	0	592.2599401867026	5.757353988068185	0.8557787019764632	0.701777950444298	63.07432491129164	64979.97632544307	bachelors	male	north	1	source	0.7962592237316116	-1.023969838484491	34	0.6
74	2024-06-19	1	989.0418317353899	136.33350076198457	0.44393823836510893	0.6091970330457386	64.85985755102857	36344.2378000912	high_school	Male	east	1	target	1.0360169839733164	0.9029016760460091	39	0.5
75	2024-01-23	1	777.5017303935639	116.04473788126221	-1.203991487727457	0.2307659142288386	42.558398584506826	3379.4472966448693	bachelors	Male	south	0	source	-0.28094330364924225	0.22389890014055147	28	0.3
76	2024-01-06	1	965.9426954123088	54.25056474060388	0.26816249667791636	0.566641745141839	87.71309661308317	11471.521317485785	masters	Male	east	0	source	0.07378621975585618	-0.6038470408235345	20	0.4
77	2024-07-04	0	727.6962094088829	42.41107617138855	0.4491301000077498	0.6104323875979778	62.58485609927119	19097.075138552624	phd	F	east	1	source	0.4768064999859642	0.5332024407133451	1	0.8
78	2024-10-31	0		38.338080106124615			37.02615443317204		masters	Female	east	0	source	0.3547704461855743	-1.063376844939531	28	0.4
79	2024-07-13	1	731.571550676214	236.22476034934948	-0.4308084074970647	0.3939333078931313	33.81339676617221	17147.02852279245	phd	F	east	0	source	-0.06402577016872758	0.2347406294294082	48	0.4
80	2024-11-16	0	550.5232349411947	3.6386939223902894	0.1810083379918502	0.5451289346810296	48.86714033789236	105401.0787712662	bachelors	male	east	1	source	0.02553498638892995	0.47186105554499	42	0.5
81	2024-09-22	1	661.0572084196576	63.78004967412814	0.32765643351998497	0.5811890420543835	40.11844837619289	47469.11971885765	bachelors	male	north	1	target	0.29359704350376303	0.33435124681475503	36	0.3
82	2024-07-14	0		32.443078232568105				28672.15856384864	high_school	F	east	1	source	-2.3883389404623516	0.5872385507657002	34	0.2
83	2024-12-22	0		9.04758334997459			40.491276555244355		bachelors	male	central	1	target	-0.3861313438121049	1.061772908635713	21	0.6
84	2024-03-01	1	709.7796487539335	183.07621687266985	-1.5986408599807727	0.16817165917578045	38.57417986304027	36907.37355762538	bachelors	female	central	0	source	1.1187549555040397	-0.7472963324377616	9	0.6
85	2024-05-20	0	684.0841046051678	9.043519181806865	-0.45610294852601907	0.3879107190051707	44.86744635563512	77247.65538300002	high_school	Male	west	0	target	0.13099955076024036	2.146442337243958	43	0.2
86	2024-04-01	1	1266.1099121480972	113.29059881962085	1.4319848224971095	0.8072103858117474	54.690749786352704	174550.36826235283	bachelors	F	east	1	target	0.8459671536504637	0.4171332742765025	11	0.2
87	2024-04-04	0	416.8245266096579	11.079396435580495	0.012897993536492309	0.5032244537333669	41.53883604623965	32890.92361185061	high_school	F	south	1	source	-1.112937783806531	-0.3350724396555405	21	0.4
88	2024-07-27	1	810.4790535348977	116.69596647986893	-0.9184903556682038	0.2852655945982643	54.842866434614905	35640.960087330706	masters	male	north	0	target	-0.8733637048209238	0.7627098772115123	20	0.4
89	2024-05-24	0	487.1728268550664	3.3591325417728273	0.05291852345269957	0.5132265444568982	26.576280691489757	57207.16551303241	masters	M	central	1	source	-1.5266106164495294	-0.19327693189039866	37	0.6
90	2024-05-19	1	986.3261595940099	124.75029745352846	0.4926791558812584	0.6207373696618966	57.16277853341172	49693.00998872297	masters	female	central	1	source	0.21919445367752224	-0.693161068632978	12	0.3
91	2024-11-21	0	380.69119305031523	6.6184094398376665	0.1221190032108269	0.5304918663746506	35.972453568996855	20050.132344506426	bachelors	Female	east	1	target	-1.9271367517211457	0.3998040012080685	32	0.5
92	2024-06-21	0		27.43340258107271				116346.63052671491	masters	Female	east	0	source	-0.1951835413088402	0.6556556993067162	40	0.3
93	2024-05-06	0	504.2721934161331	33.413712883149714	-0.7129800564812033	0.3289406913768305	27.6034779734151	32398.54910642878	masters	female	east	0	source	-0.5517349532725268	-0.3571764846028949	4	0.2
94	2024-04-23	1	573.7765255442414	133.29440681145405	-0.8321747166367546	0.3031854342625214	21.21118424404439	26822.808994958876	bachelors	M	north	0	source	-0.23125031141335411	-0.5356231226700212	29	0.3
95	2024-06-16	0	545.3926043843793	12.60427097990138	-1.4539446952927728	0.18939521585987334	43.51876743788695	10161.648157506506	phd	female	west	0	target	0.056099870036274584	-0.4147751688968639	7	0.5
96	2024-07-21	0	537.085362776955	7.367036218322123	-1.3499390424434192	0.2058803378147079	18.0	72407.23632001728	bachelors	F	south	0	source	0.17504616876841977	0.561607263795633	31	0.3
97	2024-05-17	0	673.310070320446	15.341417333682834	-0.19411345922616788	0.45162344246136793	44.997951810915254	35577.053749588275	high_school	female	east	1	source	-1.4308883366375298	-0.9979507753954433	37	0.2
98	2024-08-15	1	1383.7582603703438	62.19632175023335	0.9615754573035624	0.7234371270893298	77.1925256888201	119327.70335134213	bachelors	male	east	0	source	-1.2589814606280127	-0.36252252415757763	33	0.2
99	2024-03-23	0		18.422138311105794			74.56574942722283		masters	male	central	0	source	1.8155398401616512	-0.09436033423146169	31	0.4
100	2024-01-02	0	418.64835928856127	0.6847637528626951	-0.983514422390945	0.27219500232137944	35.34995899869161	24226.83876579916	high_school	Male	east	0	source	-2.168443831206225	-1.0971256807361704	4	0.4
101	2024-11-07	1	781.374835691998	250.39711838181123	-0.3726701210057418	0.40789598414280376	42.151682561375324	17951.831371102395	bachelors	Female	south	1	source	1.0034293752184198	0.7277093985631855	17	0.6
102	2024-11-17	0	349.378513407547	3.1438212571032165	0.2470330376559304	0.5614460961810084	62.664075734200686	32591.968851752044	masters	female	north	1	target	2.8122647215669287	0.06671620951161861	45	0.5
103	2024-09-09	1	990.2626302132534	51.187155011079525	0.8855950838674707	0.7079803168513188	61.40778024497418	110287.45148095555	high_school	Male	south	1	source	-0.06434218101928246	1.7071593266409029	22	0.5
104	2024-01-13	0	377.52319081843075	8.090798531383733	-0.6976764082472553	0.3323275992440411	43.799609820430334	29230.300292120646	bachelors	Female	east	0	source	1.7067450816323442	1.8494098377360328	17	0.7
105	2024-02-09	0		5.642876958688938			44.84971423245498		phd	M	east	1	source	1.4785103427053785	-0.5165660914031489	42	0.3
106	2024-03-05	1	960.6198082474151	89.6898155032188	0.11632970346173538	0.5290496735040254	44.157109839228596	25707.399498725514	phd	F	west	1	source	0.6315717718369454	0.9488474730044044	50	0.5
107	2024-07-24	0	637.5771536235814	6.413863759566349	-0.1648727314197006	0.4588749336296202	44.138933216883295	35236.95537551804	bachelors	male	north	1	target	-0.17960814085355953	-0.27773796318245614	11	0.7
108	2024-05-23	0	463.19144359439827	19.93603650976254	-0.09855941596469871	0.4753800725765905	41.667698139162475	43119.33945502616	bachelors	M	central	0	source	-0.7007571844643997	1.062131682460682	20	0.1
109	2024-11-28	1	713.8733646766862	44.32878393193248	0.10799833928496408	0.5269733726571459	50.78775140403497	36770.34307708627	bachelors	male	central	1	source	1.070301936316105	1.1146080043188915	18	0.3
110	2024-06-23	0		13.752377356007539			20.515329485522074		bachelors	male	south	1	source	0.5971324616421494	-2.4468810383301585	19	0.7
111	2024-08-04	0	520.618892095267	12.436337185132093	-0.5713986012329705	0.36091416762382345	30.795149644107028	31053.184015684506	masters	Female	north	0	source	-0.386442953190761	-2.2246530389433814	7	0.9
112	2024-05-02	0	359.8035029193004	90.32460119703374	-0.5655757755898935	0.3622583170286403	43.762233968685074	32816.372401027176	high_school	M	west	0	source	0.7741544317640146	0.3646620693438319	8	0.4
113	2024-04-11	0	596.5913094217043	5.376101240033288	0.7364154420211763	0.6762115153835015	73.60272325631988	33475.68011345588	high_school	F	east	1	source	-0.509084386249869	1.0324632550815172	7	0.6
114	2024-01-07	0	573.5171279391075	13.60800990595518	0.1331880857444492	0.5332478871417585	49.80184862363992	138942.14365203847	high_school	M	west	0	target	0.06143110009195151	-2.324797554613534	25	0.2
115	2024-08-09	1	946.5026904611009	227.62109536697403	0.08347200169900054	0.5208558922999397	47.55506026889424	51382.644714691975	high_school	Male	north	1	source	-0.7062140751783432	-0.8695779740808421	17	0.4
116	2024-01-17	0	504.42082970396586	6.534143623006034	-0.0437625391857755	0.4890611110068183	59.70586867622629	16917.534985909817	bachelors	F	east	0	source	-1.4385179194563065	1.7255963134664458	50	0.4
117	2024-04-11	0		1.064487095878776			49.840332453294785		phd	Female	central	0	target	0.9203491712285676	-1.353270932247039	1	0.5
118	2024-11-12	0	515.7847880367378	14.626691282364686	-0.8117735439370733	0.30751269308848644	36.32206952235531	14780.068777559793	phd	M	central	0	source	-0.6225475309805086	-0.26340755542021704	47	0.7
119	2024-08-21	0	457.8288470141746	23.20883157854435	-0.20560213168657826	0.4487797729258405	52.86971494979423	42155.99575462691	bachelors	M	west	1	source	-0.1402303093441257	2.4951359119179495	50	0.2
120	2024-11-24	0	335.9656262081696	12.606276575277173	-0.1836560253332516	0.45421461473952357	55.38185004660694	6868.087639769161	masters	Male	central	1	target	0.08788583670360903	0.16520994377659784	39	0.5
121	2024-06-21	1	801.75731912578	47.92155172799306	0.6114916684513294	0.6482809967484535	44.47809862703956	83239.06091536634	high_school	M	central	1	target	1.0568551935695236	-0.5611709270337657	1	0.5
122	2024-07-05	1	1253.4155761301618	178.75133375908075	1.2952993238161241	0.785042804089742	60.815062106392325	116570.45240570806	masters	Female	central	1	source	-0.8905913289012997	0.8063806068436391	22	0.4
123	2024-08-25	1	1001.495993860533	81.2669869129147	0.04015496287689848	0.5100373920979584	75.52263810356547	12560.880882858364	high_school	female	east	0	source	-0.19458746985828146	0.6011680278685291	36	0.5
124	2024-02-01	0	430.30390498442165	23.600312311035978	-0.21280335440111015	0.446999024260324	42.627925477205096	24198.584172007766	high_school	male	north	1	source	-0.24586133284887146	-0.13619631847887526	15	0.3
125	2024-11-18	1	737.1333529532338	116.84254010675166	-1.0244837069222685	0.2641549494361678	40.848315706992445	49968.05537300091	bachelors	F	north	0	source	-0.5995767888299613	1.3636180061657002	18	0.1
126	2024-09-13	0	506.7577865713286	25.37278970683299	-0.4015660105409934	0.40093614728314114	50.35122896266201	18429.152951571592	bachelors	Female	north	1	target	2.834370470717411	-0.04380733498457623	46	0.8
127	2024-04-13	0	386.32336043490545	13.737989645448284	0.23060848241994436	0.5573979758355898	68.15167932977755	5865.217096917528	high_school	Male	north	1	source	-0.3858004848644669	-0.1518173512641707	39	0.2
128	2024-01-08	0	714.0874147110038	39.97663617090796	1.3057727996714492	0.7868049326763434	38.76474679079398	214503.8204675664	masters	M	south	0	source	-0.2540034304165086	-0.4641706596985658	10	0.4
129	2024-10-12	0	460.89546314521357	5.336417611784561	0.09444251667442305	0.5235930954943913	42.21624367428499	12436.478243034082	high_school	Male	central	1	source	0.9727328737004929	0.45422658187976267	47	0.4
130	2024-08-14	1	839.8408834730184	218.14577338557282	-0.5842079653320407	0.3579649167807697	43.63852809987153	18504.30044539565	bachelors	Female	north	0	source	-0.46108078757648907	0.23929526409948712	35	0.5
131	2024-08-06	0	464.6480527539889	19.51107258039532	0.45694918962038744	0.6122901901203476	50.85116228895626	43096.93548168068	bachelors	male	east	1	target	1.1290672784444205	0.5505747305700516	9	0.2
132	2024-02-25	0	807.9820765754832	10.821548682664439	-0.2939378453347521	0.4270400918599305	43.909497393123	66941.36751664356	bachelors	male	central	0	source	-0.0667118178398562	-0.8265857665688305	2	0.5
133	2024-09-18	0	594.6441785753941	30.539991247998856	-0.013701076930524476	0.4965747843985088	63.12083470223311	66717.58231350007	bachelors	F	central	0	source	1.1850905334614719	0.10415947636316115	50	0.3
134	2024-06-08	0	540.7595495152295	23.454305737488266	-0.44099258645109896	0.39150448124225673	54.530439439018366	15151.509693983257	bachelors	Female	west	0	source	0.20479793908369068	-1.0281520050518222	37	0.5
135	2024-11-18	1	814.9891449719764	184.14648128134982	0.9638390710809669	0.7238897924003268	46.026299837627285	66843.64632690346	masters	Male	central	1	source	0.053696798831956695	-1.769641269792965	22	0.6
136	2024-03-08	1	564.7179653604837	65.93257304104102	-0.32684149494128195	0.4190093340062247	30.85366204150628	20094.7189330631	bachelors	Female	east	1	source	-0.7659643842669321	-0.7589156680157126	47	0.3
137	2024-01-28	0	569.1532214668164	8.03786884162168	-0.33521157360860465	0.4169731100101547	40.898862521574884	7320.111952934416	phd	Female	south	1	source	0.7911260516232408	-0.3862672183504635	27	0.4
138	2024-12-30	0		5.493060518810968				158629.998823937	high_school	M	north	0	source	0.12590913845046636	-2.5558808340986277	5	0.5
139	2024-12-29	1	911.3767200766612	55.15148510514134	0.1351057931719544	0.5337251635454313	45.460281656893315	72276.10815972387	bachelors	F	south	1	source	0.8217976605369494	-1.0535397152891808	32	0.1
140	2024-08-02	1	884.8127805730004	292.936202491089	0.30123026222921645	0.5747432371175869	43.59748501577904	48370.55006831666	bachelors	F	east	1	target	0.8771875895123753	0.5894263987985598	4	0.4
141	2024-01-13	0	493.1301708167606	6.898676057867822	1.685336308980757	0.8436098541587914	53.03489019317791	135820.30815560848	masters	Female	central	1	source	0.10206638679571768	0.09756211916100856	2	0.3
142	2024-03-27	1	840.9148211454215	78.1398382922514	-0.6717784506287852	0.33809873043470995	48.65441319957618	18446.348886735806	masters	female	south	0	source	-0.21269438879240846	0.37702044225762016	9	0.4
143	2024-11-18	0	316.15513390749015	11.159480737176057	-0.6490296145202074	0.3432082448162381	18.0	12010.441637723758	bachelors	Male	east	1	source	-0.0926404279037302	1.714734539114433	28	0.5
144	2024-10-20	0	405.2390323566707	32.913372371945556	-0.24806417004586956	0.4383000300960702	68.25503315742448	12231.762905262009	bachelors	F	east	0	source	0.32204822507716424	0.03752949002646686	21	0.4
145	2024-10-06	0	465.89897999057087	34.64459698303547	-0.7923878761697175	0.3116561762367061	36.08890422911324	41711.682905221365	bachelors	Male	north	0	source	-0.2558320619123928	0.4500607266962626	25	0.4
